Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,1/4/16,25.6525,26.342501,25.5,26.3375,24.220573,270597600
AAPL,1/5/16,26.4375,26.4625,25.602501,25.6775,23.613626,223164000
AAPL,1/6/16,25.139999,25.592501,24.967501,25.174999,23.151518,273829600
AAPL,1/7/16,24.67,25.032499,24.1075,24.112499,22.174414,324377600
AAPL,1/8/16,24.637501,24.7775,24.190001,24.24,22.29167,283192000
AAPL,1/11/16,24.7425,24.764999,24.334999,24.6325,22.65262,198957600
AAPL,1/12/16,25.137501,25.172501,24.709999,24.99,22.981382,196616800
AAPL,1/13/16,25.08,25.297501,24.325001,24.3475,22.39053,249758400
AAPL,1/14/16,24.49,25.120001,23.934999,24.879999,22.880224,252680400
AAPL,1/15/16,24.049999,24.4275,23.84,24.282499,22.330751,319335600
AAPL,1/19/16,24.602501,24.6625,23.875,24.165001,22.222698,212350800
AAPL,1/20/16,23.775,24.547501,23.355,24.1975,22.252584,289337600
AAPL,1/21/16,24.264999,24.469999,23.735001,24.075001,22.139929,208646000
AAPL,1/22/16,24.657499,25.365,24.592501,25.355,23.317045,263202000
AAPL,1/25/16,25.379999,25.3825,24.8025,24.860001,22.861839,207178000
AAPL,1/26/16,24.9825,25.219999,24.5175,24.997499,22.988285,300308000
AAPL,1/27/16,24.01,24.157499,23.334999,23.355,21.477804,533478800
AAPL,1/28/16,23.4475,23.629999,23.0975,23.522499,21.631836,222715200
AAPL,1/29/16,23.6975,24.334999,23.5875,24.334999,22.37903,257666000
AAPL,2/1/16,24.1175,24.1775,23.85,24.1075,22.169817,163774000
AAPL,2/2/16,23.855,24.01,23.57,23.620001,21.721502,149428800
AAPL,2/3/16,23.75,24.209999,23.52,24.0875,22.151424,183857200
AAPL,2/4/16,23.965,24.3325,23.797501,24.15,22.329407,185886800
AAPL,2/5/16,24.129999,24.23,23.422501,23.504999,21.733032,185672400
AAPL,2/8/16,23.282499,23.924999,23.26,23.752501,21.961882,216085600
AAPL,2/9/16,23.5725,23.985001,23.4825,23.747499,21.957256,177324800
AAPL,2/10/16,23.98,24.0875,23.525,23.567499,21.790825,169374400
AAPL,2/11/16,23.4475,23.68,23.147499,23.424999,21.659069,200298800
AAPL,2/12/16,23.547501,23.625,23.252501,23.497499,21.726103,161405600
AAPL,2/16/16,23.754999,24.2125,23.6525,24.16,22.338659,196231600
AAPL,2/17/16,24.1675,24.5525,24.0375,24.530001,22.680769,179452800
AAPL,2/18/16,24.709999,24.7225,24.022499,24.065001,22.250824,156084000
AAPL,2/19/16,24,24.190001,23.950001,24.01,22.199965,141496800
AAPL,2/22/16,24.077499,24.225,23.98,24.219999,22.394136,137123200
AAPL,2/23/16,24.1,24.125,23.637501,23.672501,21.887913,127770400
AAPL,2/24/16,23.495001,24.094999,23.33,24.025,22.213837,145022800
AAPL,2/25/16,24.012501,24.190001,23.8125,24.190001,22.366392,110330800
AAPL,2/26/16,24.299999,24.504999,24.145,24.227501,22.401073,115964400
AAPL,2/29/16,24.215,24.557501,24.1625,24.172501,22.350212,140865200
AAPL,3/1/16,24.4125,25.192499,24.355,25.1325,23.237841,201628400
AAPL,3/2/16,25.127501,25.2225,24.91,25.1875,23.2887,132678400
AAPL,3/3/16,25.145,25.4275,25.112499,25.375,23.462065,147822800
AAPL,3/4/16,25.592501,25.9375,25.342501,25.752501,23.811108,184220400
AAPL,3/7/16,25.5975,25.7075,25.24,25.467501,23.547592,143315600
AAPL,3/8/16,25.195,25.440001,25.1,25.2575,23.353422,126247600
AAPL,3/9/16,25.327499,25.395,25.067499,25.280001,23.374226,108806800
AAPL,3/10/16,25.352501,25.559999,25.0375,25.2925,23.385784,134054400
AAPL,3/11/16,25.559999,25.57,25.375,25.565001,23.637745,109632800
AAPL,3/14/16,25.477501,25.727501,25.445,25.629999,23.69784,100304400
AAPL,3/15/16,25.99,26.295,25.9625,26.145,24.174015,160270800
AAPL,3/16/16,26.1525,26.577499,26.147499,26.4925,24.495321,153214000
AAPL,3/17/16,26.379999,26.6175,26.24,26.450001,24.456026,137682800
AAPL,3/18/16,26.584999,26.625,26.297501,26.48,24.483761,176820800
AAPL,3/21/16,26.4825,26.9125,26.285,26.477501,24.481449,142010800
